Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
51.7,152.1,6.8,10.6,6.6,157.3,1,Bhuttan,+1
53.0,157.2,11.0,8.3,3.4,160.7,1,Bhuttan,+1
42.1,163.2,20.9,9.2,6.4,167.3,1,Bhuttan,+1
65.3,148.4,9.5,4.1,5.4,151.8,0,Assam,-1
44.4,139.3,19.0,7.5,5.2,142.0,0,Assam,-1
69.2,151.5,1.6,10.9,5.5,156.2,1,Bhuttan,+1
37.5,142.1,14.3,11.0,5.2,145.6,1,Bhuttan,+1
42.9,144.8,13.1,7.0,5.7,147.9,0,Assam,-1
44.0,163.4,15.7,13.1,6.0,169.0,0,Bhuttan,+1
48.0,153.3,5.7,6.8,6.4,158.6,1,Bhuttan,+1
39.4,140.7,5.9,11.6,4.4,145.8,1,Bhuttan,+1
41.7,153.9,13.5,8.3,5.5,160.2,1,Bhuttan,+1
58.6,143.0,1.6,6.6,3.1,148.0,1,Bhuttan,+1
38.5,149.8,12.2,7.4,6.5,153.9,0,Assam,-1
57.0,143.6,14.6,7.9,3.9,146.1,0,Assam,-1
50.9,148.1,12.1,6.6,4.4,151.8,0,Assam,-1
51.5,153.2,14.7,6.6,5.1,155.7,0,Assam,-1
27.7,129.4,4.1,9.1,6.2,134.5,1,Bhuttan,+1
59.9,134.9,15.7,9.9,4.6,137.4,0,Assam,-1
29.0,136.1,9.5,10.4,5.5,139.6,1,Bhuttan,+1
38.4,123.8,11.2,6.7,3.6,128.8,1,Assam,-1
60.5,144.3,18.2,7.2,4.8,146.8,0,Assam,-1
39.2,139.4,7.5,11.8,6.3,143.8,1,Bhuttan,+1
42.9,134.6,8.6,6.4,3.6,137.1,1,Assam,-1
30.0,132.9,14.0,8.7,5.2,135.4,0,Assam,-1
55.4,144.7,10.5,7.7,4.8,149.9,1,Bhuttan,+1
45.9,149.2,10.4,8.5,4.0,151.7,0,Assam,-1
40.1,117.3,7.2,11.6,4.6,123.5,1,Bhuttan,+1
44.4,135.9,9.9,8.1,6.5,138.4,0,Assam,-1
37.9,140.6,10.0,9.6,3.9,144.3,0,Assam,-1
40.9,154.8,12.3,8.0,5.1,158.3,1,Bhuttan,+1
57.1,158.3,1.6,11.0,5.5,164.8,1,Bhuttan,+1
38.7,171.1,16.9,7.7,4.2,173.6,0,Assam,-1
50.7,158.5,8.9,9.5,6.3,163.7,1,Bhuttan,+1
38.5,156.8,9.7,9.6,6.7,163.0,1,Bhuttan,+1
49.9,151.4,4.3,8.7,5.0,154.9,1,Bhuttan,+1
47.9,140.9,9.5,6.6,7.3,144.4,1,Bhuttan,+1
71.0,144.1,20.9,7.0,5.7,146.6,0,Assam,-1
17.3,165.1,19.2,6.6,4.7,167.6,0,Assam,-1
64.4,152.5,17.1,8.2,5.6,155.8,0,Assam,-1
33.6,149.8,16.1,7.8,6.2,153.3,1,Bhuttan,+1
50.4,137.2,10.8,8.8,5.1,139.7,1,Assam,-1
27.1,152.8,17.3,8.1,5.2,155.3,0,Assam,-1
34.7,142.7,12.6,8.1,5.1,145.2,0,Assam,-1
32.3,155.4,15.1,11.7,7.0,161.6,1,Bhuttan,+1
57.8,141.5,17.1,11.3,5.5,146.3,1,Bhuttan,+1
53.1,153.8,1.4,10.3,5.1,156.3,0,Assam,-1
41.8,147.8,13.8,9.8,7.2,151.3,0,Bhuttan,+1
53.1,145.1,11.8,9.6,5.3,147.6,0,Assam,-1
55.9,152.1,12.3,11.3,6.0,155.6,1,Bhuttan,+1
19.0,151.3,4.8,8.9,6.9,156.8,0,Bhuttan,+1
59.0,157.9,9.3,11.2,7.8,161.4,1,Bhuttan,+1
38.9,150.4,12.4,11.6,7.0,159.7,1,Bhuttan,+1
52.3,149.0,17.9,7.9,6.3,151.5,0,Assam,-1
38.6,155.6,15.8,8.0,4.0,164.3,1,Bhuttan,+1
52.9,151.9,9.1,12.5,6.4,156.5,1,Bhuttan,+1
57.5,141.1,12.4,6.9,4.7,145.1,0,Assam,-1
40.9,147.0,6.7,9.7,6.6,149.5,0,Assam,-1
43.0,147.5,9.7,11.0,6.5,151.0,1,Bhuttan,+1
46.0,130.8,8.6,9.3,4.2,136.2,1,Bhuttan,+1
46.9,126.2,16.0,6.8,5.1,128.8,0,Assam,-1
46.6,140.8,11.0,9.7,6.9,144.4,1,Bhuttan,+1
17.0,152.8,8.2,8.3,5.9,156.3,1,Bhuttan,+1
48.3,155.7,10.4,9.3,4.8,158.2,0,Assam,-1
53.9,157.9,11.3,6.0,6.3,160.4,0,Assam,-1
48.9,148.3,32.2,14.4,4.3,156.0,1,Bhuttan,+1
34.7,139.2,14.9,12.8,7.6,143.9,0,Bhuttan,+1
31.5,147.2,9.7,10.1,5.5,150.7,1,Bhuttan,+1
33.7,141.2,1.3,12.1,3.4,149.1,0,Bhuttan,+1
44.9,156.1,7.8,7.5,6.0,161.3,1,Bhuttan,+1
30.8,134.1,5.3,13.9,6.6,137.6,1,Bhuttan,+1
60.1,139.4,-0.4,7.9,5.4,143.4,0,Assam,-1
44.6,163.0,16.7,5.9,4.8,165.5,0,Assam,-1
46.7,149.9,16.3,9.6,5.4,153.8,0,Assam,-1
34.0,146.7,7.7,10.1,5.8,150.2,1,Bhuttan,+1
57.1,142.1,11.4,8.7,4.2,144.6,0,Assam,-1
27.3,135.2,-0.0,9.2,5.6,138.7,1,Bhuttan,+1
66.3,137.2,5.0,6.7,6.5,139.7,0,Assam,-1
58.0,171.7,8.4,11.5,4.4,175.8,0,Assam,-1
34.2,138.8,16.7,12.0,5.6,145.6,1,Bhuttan,+1
38.1,176.9,14.3,6.6,6.0,179.4,0,Assam,-1
58.1,158.7,16.4,10.8,6.4,162.2,1,Bhuttan,+1
37.6,144.4,5.3,12.8,5.9,150.7,1,Bhuttan,+1
52.1,147.4,3.0,10.9,7.0,151.2,0,Bhuttan,+1
42.0,132.0,9.3,5.7,5.4,137.3,0,Bhuttan,+1
43.6,162.3,17.1,5.7,6.8,166.8,1,Bhuttan,+1
38.9,144.2,13.1,9.6,4.7,146.7,0,Assam,-1
50.9,160.8,13.6,9.7,4.3,166.0,0,Assam,-1
45.5,147.8,13.1,8.8,3.9,150.3,0,Assam,-1
50.3,149.9,10.5,10.4,6.5,155.0,1,Bhuttan,+1
57.5,149.7,12.5,10.2,5.7,153.2,1,Bhuttan,+1
46.5,135.5,15.7,7.1,5.2,139.9,1,Bhuttan,+1
23.2,157.1,9.2,7.1,7.7,162.2,1,Bhuttan,+1
42.7,141.6,9.1,7.1,4.6,144.1,0,Assam,-1
36.0,153.1,6.6,10.2,5.4,155.6,0,Assam,-1
46.0,150.8,15.4,11.4,8.1,154.3,1,Bhuttan,+1
47.1,155.6,23.0,7.1,7.3,159.1,1,Bhuttan,+1
38.2,148.0,14.5,11.7,4.8,151.5,1,Bhuttan,+1
47.6,138.3,16.1,9.0,4.6,140.8,0,Assam,-1
48.7,139.8,15.1,9.9,3.6,142.3,0,Assam,-1
46.1,155.9,19.5,10.2,4.6,159.4,1,Bhuttan,+1
48.6,130.8,10.1,6.9,5.1,133.3,1,Assam,-1
41.1,151.0,0.7,8.0,5.4,154.5,1,Bhuttan,+1
34.0,145.7,12.9,7.9,5.6,148.2,0,Assam,-1
49.3,154.0,8.3,12.6,5.3,157.5,1,Bhuttan,+1
34.8,133.8,2.7,11.8,6.5,139.2,1,Bhuttan,+1
63.5,137.7,19.9,7.7,5.6,142.9,0,Assam,-1
48.4,150.8,7.4,9.3,6.9,154.3,1,Bhuttan,+1
42.0,148.3,-1.3,11.8,5.5,154.6,1,Bhuttan,+1
65.0,136.3,12.7,8.3,5.0,139.5,0,Assam,-1
40.8,145.9,15.1,7.9,5.8,151.8,1,Bhuttan,+1
31.3,147.3,0.3,11.1,4.6,151.0,1,Bhuttan,+1
73.9,142.8,17.4,8.0,6.0,145.3,0,Assam,-1
29.7,157.4,5.9,10.4,3.4,166.2,1,Bhuttan,+1
46.1,153.5,5.2,10.0,6.7,157.0,1,Bhuttan,+1
41.6,137.3,14.2,9.6,4.6,139.8,0,Assam,-1
45.9,143.2,16.7,6.9,4.4,145.7,0,Assam,-1
21.6,140.2,16.7,11.2,6.0,143.7,0,Bhuttan,+1
58.7,147.6,10.3,11.1,6.5,153.6,1,Bhuttan,+1
38.4,138.7,9.0,5.1,6.2,145.7,1,Bhuttan,+1
55.6,155.7,10.6,5.0,5.0,158.2,0,Assam,-1
36.2,143.1,10.6,6.3,4.8,145.6,0,Assam,-1
42.8,154.1,13.7,9.9,4.6,156.6,0,Assam,-1
42.7,128.8,12.1,8.5,6.7,131.3,1,Assam,-1
51.0,167.4,14.5,8.7,7.6,172.1,0,Bhuttan,+1
54.6,162.6,13.6,13.7,5.5,166.1,1,Bhuttan,+1
64.5,131.3,9.7,9.8,5.9,136.7,0,Bhuttan,+1
59.0,144.1,9.4,9.1,5.0,146.6,0,Assam,-1
51.7,144.6,13.1,8.1,5.1,147.1,0,Assam,-1
57.4,153.1,15.2,6.8,4.1,155.6,0,Assam,-1
54.3,138.5,19.0,6.3,4.3,141.0,0,Assam,-1
56.1,146.6,12.0,7.5,5.3,149.1,0,Assam,-1
39.0,151.7,16.7,6.7,3.6,154.9,0,Assam,-1
34.5,142.9,8.3,9.3,5.2,145.4,0,Assam,-1
52.7,164.2,20.5,10.9,6.4,168.9,1,Bhuttan,+1
35.6,153.5,2.6,11.5,6.0,161.0,1,Bhuttan,+1
33.0,129.0,3.8,10.6,5.0,135.4,1,Bhuttan,+1
53.1,143.4,17.7,6.6,5.8,145.9,0,Assam,-1
29.7,145.5,9.7,11.8,5.4,151.2,1,Bhuttan,+1
42.1,131.0,5.1,12.7,5.5,137.9,0,Bhuttan,+1
43.0,145.9,10.3,7.1,7.0,154.8,1,Bhuttan,+1
48.5,148.2,3.9,14.9,6.1,152.5,1,Bhuttan,+1
29.1,140.6,5.6,10.2,5.1,146.3,1,Bhuttan,+1
61.2,171.2,-1.0,9.8,6.0,176.1,1,Bhuttan,+1
37.4,147.0,11.1,8.8,5.5,150.2,0,Assam,-1
36.7,143.8,18.8,8.2,5.2,146.3,0,Assam,-1
52.7,144.6,14.5,8.7,6.8,147.1,0,Assam,-1
35.1,164.9,15.4,8.6,4.2,167.4,0,Assam,-1
58.0,147.9,14.3,9.2,3.8,150.4,0,Assam,-1
58.8,137.8,16.2,10.9,4.8,140.3,1,Assam,-1
44.8,152.2,17.9,8.0,7.1,154.7,0,Assam,-1
53.9,118.5,12.3,7.7,3.4,121.0,0,Assam,-1
50.4,129.2,11.2,6.3,4.1,131.7,1,Assam,-1
58.1,137.9,19.2,5.8,6.0,140.4,0,Assam,-1
42.7,156.6,8.6,11.9,4.7,159.1,0,Assam,-1
40.3,146.4,15.0,12.5,6.6,150.0,1,Bhuttan,+1
62.9,137.4,16.9,9.1,4.6,140.9,1,Bhuttan,+1
54.7,134.3,13.3,7.0,5.4,136.8,0,Assam,-1
55.0,140.1,6.6,7.2,6.2,143.7,0,Assam,-1
53.1,147.2,15.4,7.2,4.3,152.2,0,Assam,-1
31.3,147.2,16.0,9.6,6.4,150.7,0,Bhuttan,+1
20.7,130.6,1.5,8.3,6.3,136.6,1,Bhuttan,+1
42.0,137.3,10.1,5.9,5.3,142.1,1,Bhuttan,+1
64.6,147.8,7.4,7.4,5.3,150.7,0,Assam,-1
46.1,153.9,7.8,11.4,6.9,157.4,0,Bhuttan,+1
55.9,159.3,10.5,8.6,3.3,161.8,0,Assam,-1
37.6,136.2,11.8,6.7,4.4,138.7,0,Assam,-1
47.6,170.1,6.0,11.3,6.8,173.6,1,Bhuttan,+1
63.2,162.4,19.8,7.5,4.9,164.9,1,Assam,-1
16.9,157.2,14.7,9.1,8.7,159.7,0,Assam,-1
42.8,150.5,3.3,6.2,3.1,153.0,0,Assam,-1
48.0,150.3,21.8,5.3,6.3,153.8,1,Bhuttan,+1
51.0,150.9,3.3,13.5,5.0,154.4,1,Bhuttan,+1
59.1,144.0,15.3,10.2,4.8,150.2,1,Bhuttan,+1
65.9,123.0,10.0,9.0,4.3,125.7,0,Assam,-1
56.6,134.0,15.3,9.8,5.0,136.5,0,Assam,-1
62.6,153.9,10.5,11.6,6.4,160.0,1,Bhuttan,+1
29.5,139.0,6.2,10.8,5.3,142.5,1,Bhuttan,+1
46.7,144.2,11.0,8.9,6.1,147.7,1,Bhuttan,+1
55.7,160.2,2.0,9.3,4.1,162.7,0,Assam,-1
40.2,151.3,11.7,10.3,3.8,153.8,0,Assam,-1
49.7,145.1,10.9,7.2,5.3,147.6,0,Assam,-1
31.3,160.7,16.4,10.0,5.1,165.6,1,Bhuttan,+1
37.8,145.6,6.1,9.7,6.5,151.5,1,Bhuttan,+1
62.9,142.6,9.7,9.1,6.9,149.3,1,Bhuttan,+1
40.0,133.3,11.5,12.5,6.4,139.2,1,Bhuttan,+1
63.9,130.3,10.2,8.7,5.3,133.7,1,Assam,-1
41.5,142.7,14.4,11.9,6.0,146.2,1,Bhuttan,+1
40.9,154.3,12.7,6.5,7.7,159.9,1,Bhuttan,+1
31.2,132.6,4.1,10.1,5.6,137.4,1,Bhuttan,+1
38.3,129.8,2.5,9.7,5.5,137.5,0,Bhuttan,+1
46.6,154.5,23.2,7.2,2.6,157.0,0,Assam,-1
48.0,148.9,12.0,9.9,4.9,151.4,0,Assam,-1
40.9,142.5,12.8,8.0,5.6,145.0,0,Assam,-1
41.0,149.8,13.0,8.1,4.6,152.9,0,Assam,-1
37.4,145.8,3.4,11.3,5.8,150.4,1,Bhuttan,+1
27.9,142.7,17.0,5.2,4.5,145.2,0,Assam,-1
42.4,132.0,-1.1,12.0,8.6,138.4,1,Bhuttan,+1
58.2,136.0,13.3,8.8,4.0,139.5,0,Assam,-1
21.0,125.0,6.9,9.6,6.4,130.1,1,Bhuttan,+1
51.0,145.0,16.2,7.2,5.8,150.2,1,Bhuttan,+1
46.3,166.5,12.5,8.7,6.2,169.0,0,Assam,-1
47.2,153.9,2.2,6.2,6.4,159.2,0,Assam,-1
62.6,104.3,13.1,7.2,4.7,107.1,0,Assam,-1
49.7,140.2,14.8,9.0,5.7,143.3,0,Assam,-1
43.2,143.6,8.6,7.8,4.4,148.8,0,Assam,-1
47.8,137.1,4.7,13.8,5.0,142.4,0,Bhuttan,+1
39.1,171.4,19.3,9.9,3.9,173.9,1,Assam,-1
39.2,155.9,14.0,9.4,5.2,158.4,0,Assam,-1
37.9,157.2,17.2,7.8,4.5,159.7,0,Assam,-1
60.3,148.0,10.6,6.7,5.7,150.5,0,Assam,-1
25.4,121.4,4.9,9.9,4.6,129.5,1,Bhuttan,+1
72.6,135.4,17.8,9.8,3.7,138.3,0,Assam,-1
49.3,140.9,9.6,9.3,4.7,144.4,1,Bhuttan,+1
45.0,164.9,7.5,8.7,6.8,169.7,0,Bhuttan,+1
48.1,142.3,10.1,7.2,5.1,144.8,0,Assam,-1
76.4,123.9,10.7,9.2,5.0,128.4,0,Assam,-1
46.6,149.0,16.7,8.2,6.2,151.5,0,Assam,-1
43.6,158.9,13.1,9.2,2.5,161.4,0,Assam,-1
49.0,154.4,18.2,8.2,5.7,156.9,0,Assam,-1
51.9,125.0,6.7,7.8,6.8,131.5,1,Bhuttan,+1
50.3,147.4,14.8,14.5,4.6,154.4,1,Bhuttan,+1
48.9,144.0,9.6,9.9,5.4,149.6,1,Bhuttan,+1
62.6,139.2,12.6,7.8,6.4,142.7,0,Assam,-1
53.5,152.5,12.0,7.4,4.8,155.0,0,Assam,-1
54.7,147.8,10.4,6.1,2.9,150.3,0,Assam,-1
44.4,133.8,15.0,8.0,5.2,136.3,0,Assam,-1
48.8,134.5,2.1,10.0,5.2,138.9,1,Bhuttan,+1
64.7,140.1,2.2,10.1,5.2,145.1,1,Bhuttan,+1
52.4,149.4,11.5,4.9,5.8,151.9,0,Assam,-1
60.0,154.4,6.9,9.6,5.3,159.1,0,Assam,-1
33.2,147.2,13.2,8.5,5.1,150.7,1,Bhuttan,+1
50.3,152.4,10.0,3.3,7.3,154.9,0,Assam,-1
52.9,162.8,12.8,12.3,6.5,166.3,1,Bhuttan,+1
50.9,138.9,7.5,7.8,5.1,142.4,1,Bhuttan,+1
43.4,148.0,16.1,6.2,4.9,151.6,0,Assam,-1
42.9,136.4,5.5,8.2,6.4,139.9,1,Bhuttan,+1
53.4,175.5,18.1,6.0,4.9,178.0,1,Assam,-1
51.5,141.4,16.2,7.9,4.0,143.9,0,Assam,-1
39.4,131.5,1.2,16.2,9.0,138.2,1,Bhuttan,+1
62.1,133.8,12.1,7.8,4.4,136.3,1,Assam,-1
55.7,151.4,15.0,8.1,3.8,153.9,0,Assam,-1
26.1,134.2,11.6,9.8,7.3,136.7,0,Assam,-1
36.2,150.8,11.3,8.9,4.4,156.3,0,Assam,-1
47.8,149.8,12.4,6.4,4.6,152.3,0,Assam,-1
60.6,146.7,22.9,7.4,4.3,149.2,0,Assam,-1
32.6,161.8,12.7,9.2,1.5,164.3,0,Assam,-1
55.9,153.9,4.3,9.2,6.1,158.5,1,Bhuttan,+1
30.9,118.3,13.0,8.9,5.0,120.8,0,Assam,-1
53.0,150.3,3.7,9.5,6.4,155.4,0,Assam,-1
25.7,130.9,5.7,11.4,6.7,137.5,1,Bhuttan,+1
68.0,124.9,8.7,6.9,5.3,127.4,0,Assam,-1
41.0,136.2,8.7,7.4,5.9,138.7,0,Assam,-1
63.0,131.6,9.2,8.1,5.6,134.1,1,Assam,-1
34.2,138.2,22.0,11.2,6.4,143.4,1,Bhuttan,+1
34.4,131.1,5.3,9.8,6.1,138.7,0,Bhuttan,+1
73.1,139.5,5.8,5.7,4.3,142.0,0,Assam,-1
33.9,136.8,14.4,7.3,4.4,139.3,0,Assam,-1
51.4,152.5,9.6,8.5,5.5,155.0,0,Assam,-1
46.4,142.3,10.0,10.5,8.2,145.8,1,Bhuttan,+1
42.8,146.5,9.4,12.5,8.3,152.6,1,Bhuttan,+1
59.1,134.0,13.6,7.4,3.9,136.5,1,Assam,-1
48.9,158.7,18.6,8.3,5.8,161.2,0,Assam,-1
36.0,162.8,12.4,9.1,4.4,165.3,0,Assam,-1
25.8,159.2,22.8,11.6,5.8,162.7,1,Bhuttan,+1
25.3,118.0,3.2,11.0,4.6,125.4,0,Bhuttan,+1
31.6,138.3,-2.9,9.7,7.5,141.8,1,Bhuttan,+1
55.4,160.2,11.7,9.9,6.7,165.4,1,Bhuttan,+1
44.4,162.0,8.4,10.6,6.2,165.5,1,Bhuttan,+1
47.8,155.4,10.0,6.2,4.7,157.9,0,Assam,-1
42.8,143.8,23.3,8.6,3.7,146.4,1,Assam,-1
23.8,138.5,7.7,9.4,4.7,141.0,0,Assam,-1
55.5,151.1,18.7,7.6,4.1,153.6,1,Assam,-1
44.9,144.0,15.5,6.3,4.1,146.5,0,Assam,-1
50.9,156.0,12.8,7.1,7.5,159.5,1,Bhuttan,+1
45.1,149.7,14.7,9.8,6.7,153.9,1,Bhuttan,+1
44.6,131.4,10.3,8.4,5.3,134.2,0,Assam,-1
54.2,165.0,4.6,11.6,4.7,168.5,1,Bhuttan,+1
57.7,140.0,3.6,6.6,5.3,142.5,0,Assam,-1
23.4,147.5,6.1,10.1,5.6,151.0,1,Bhuttan,+1
66.0,154.9,2.5,11.4,6.2,158.4,1,Bhuttan,+1
40.1,142.2,11.2,12.7,5.9,150.9,1,Bhuttan,+1
54.3,165.7,9.3,10.7,7.2,173.2,1,Bhuttan,+1
50.2,144.3,13.4,5.7,3.6,146.8,0,Assam,-1
30.4,137.0,11.2,10.4,5.1,141.4,1,Bhuttan,+1
47.9,144.6,9.0,9.3,5.3,147.1,0,Assam,-1
38.9,131.9,7.5,12.6,6.9,137.6,1,Bhuttan,+1
43.1,154.0,11.7,9.5,5.3,156.5,0,Assam,-1
60.8,156.1,4.6,7.6,5.7,158.6,0,Assam,-1
53.6,165.3,11.0,9.8,3.6,167.8,0,Assam,-1
41.4,155.4,7.6,8.6,7.8,158.9,1,Bhuttan,+1
56.7,148.8,12.0,12.0,5.6,152.5,1,Bhuttan,+1
42.7,155.1,15.2,6.8,6.2,159.2,0,Assam,-1
54.7,156.5,4.5,12.0,7.0,160.1,0,Bhuttan,+1
43.8,135.4,10.4,9.7,6.7,139.1,1,Bhuttan,+1
54.7,149.3,14.2,12.6,4.8,153.5,1,Bhuttan,+1
72.4,140.2,16.8,5.9,4.7,142.7,0,Assam,-1
48.1,162.1,12.5,8.3,4.8,166.7,0,Assam,-1
43.2,149.7,13.8,11.0,7.3,156.8,1,Bhuttan,+1
40.9,163.4,8.5,6.3,4.4,168.4,0,Assam,-1
55.7,139.2,10.3,6.2,5.1,141.7,0,Assam,-1
57.3,143.0,9.8,7.9,4.3,145.5,0,Assam,-1
23.6,145.4,13.5,6.9,5.5,148.9,1,Bhuttan,+1
44.3,134.6,12.0,7.1,5.4,137.1,0,Assam,-1
32.5,144.1,26.6,11.3,6.3,149.0,1,Bhuttan,+1
35.1,150.0,11.2,10.3,5.5,153.5,1,Bhuttan,+1
47.6,159.0,13.5,6.4,6.3,161.5,0,Assam,-1
73.6,146.7,1.0,6.5,4.5,149.2,0,Assam,-1
28.1,127.8,9.1,10.4,5.1,133.5,1,Bhuttan,+1
46.5,146.4,9.2,13.2,7.4,150.5,0,Bhuttan,+1
39.3,141.7,1.6,10.4,5.4,145.4,1,Bhuttan,+1
65.7,175.9,6.6,5.7,4.2,178.4,0,Assam,-1
53.3,151.2,-0.8,10.6,4.4,154.7,1,Bhuttan,+1
34.0,152.2,12.8,6.3,6.3,154.7,0,Assam,-1
41.9,137.5,14.8,10.5,6.4,141.5,0,Bhuttan,+1
47.9,145.8,7.4,5.7,4.8,149.0,0,Assam,-1
44.5,143.7,0.3,10.4,4.2,147.2,1,Bhuttan,+1
45.2,133.2,10.7,10.1,6.3,140.1,1,Bhuttan,+1
30.7,150.8,16.6,9.4,6.2,153.3,0,Assam,-1
33.4,153.4,9.8,10.2,7.2,160.1,1,Bhuttan,+1
34.4,134.7,1.2,8.5,7.8,139.8,1,Bhuttan,+1
50.4,126.5,6.2,10.0,7.1,133.9,1,Bhuttan,+1
59.5,158.3,20.6,9.7,6.0,161.8,0,Bhuttan,+1
37.3,134.1,7.1,11.5,6.1,139.0,0,Bhuttan,+1
46.5,153.3,8.6,5.8,6.7,155.8,0,Assam,-1
44.8,168.3,11.6,10.0,5.4,170.8,0,Assam,-1
41.6,128.7,11.0,7.2,3.9,131.2,0,Assam,-1
36.4,139.9,13.1,12.3,4.8,143.4,1,Bhuttan,+1
34.1,145.3,14.5,10.8,6.4,148.8,1,Bhuttan,+1
36.1,137.6,11.0,10.9,5.4,141.4,1,Bhuttan,+1
58.1,163.3,10.6,9.0,5.8,170.0,1,Bhuttan,+1
51.3,134.3,15.7,10.0,5.5,136.8,0,Assam,-1
44.6,154.3,9.0,8.8,5.5,156.8,0,Assam,-1
28.1,139.7,11.3,10.9,6.7,142.4,1,Assam,-1
40.8,149.8,3.6,6.9,4.6,152.3,0,Assam,-1
39.9,151.4,7.5,8.5,6.3,153.9,0,Assam,-1
49.9,124.0,5.8,10.6,6.5,128.9,1,Bhuttan,+1
38.8,130.9,13.2,6.4,5.6,134.5,0,Assam,-1
47.6,124.3,15.1,6.4,4.7,128.1,0,Assam,-1
33.5,129.7,1.7,12.6,7.4,135.6,1,Bhuttan,+1
45.2,135.3,15.2,6.7,6.7,137.8,1,Assam,-1
42.8,137.2,19.3,7.3,3.4,140.4,0,Assam,-1
18.1,140.8,9.6,14.0,6.1,144.3,1,Bhuttan,+1
33.7,147.0,10.0,7.2,5.4,152.0,1,Bhuttan,+1
42.4,158.0,14.5,6.6,4.1,160.5,0,Assam,-1
37.6,148.1,7.9,9.3,5.8,151.6,1,Bhuttan,+1
68.4,146.0,6.7,8.6,5.8,148.5,0,Assam,-1
49.6,151.9,0.4,8.6,6.3,157.2,1,Bhuttan,+1
43.6,143.9,5.3,10.1,5.5,147.4,1,Bhuttan,+1
55.1,164.4,13.5,9.4,7.0,169.0,0,Assam,-1
50.5,135.4,9.9,10.7,6.3,140.1,1,Bhuttan,+1
49.3,127.6,11.0,10.7,6.4,132.4,1,Bhuttan,+1
20.0,147.8,15.4,11.0,7.5,151.3,1,Bhuttan,+1
37.5,129.0,13.5,10.9,3.6,131.5,0,Assam,-1
57.1,134.1,10.1,7.5,6.2,136.6,0,Assam,-1
44.8,147.0,7.6,12.1,5.5,152.1,1,Bhuttan,+1
17.5,133.7,8.0,11.3,7.1,139.7,1,Bhuttan,+1
66.0,140.2,16.9,6.5,5.0,143.3,0,Assam,-1
44.8,141.5,19.9,9.0,5.3,144.0,0,Assam,-1
51.4,154.8,12.2,10.5,6.6,159.2,1,Bhuttan,+1
39.9,136.1,15.5,8.0,2.9,138.6,1,Assam,-1
64.7,154.0,6.2,7.3,4.5,156.5,0,Assam,-1
42.0,142.0,16.2,6.0,5.8,147.5,0,Assam,-1
43.4,146.5,7.5,11.4,7.6,150.7,1,Bhuttan,+1
47.4,129.2,6.8,6.0,5.3,134.4,1,Bhuttan,+1
51.7,145.5,7.9,9.0,8.4,150.8,1,Bhuttan,+1
60.5,135.4,18.1,8.9,5.7,137.9,0,Assam,-1
19.3,139.8,15.7,13.6,5.9,143.3,1,Bhuttan,+1
40.4,147.3,10.6,10.8,5.0,152.3,1,Bhuttan,+1
48.6,145.6,15.9,12.5,5.8,152.2,1,Bhuttan,+1
27.1,131.5,5.5,10.0,5.5,137.9,0,Bhuttan,+1
54.2,141.5,9.7,14.8,6.0,145.0,1,Bhuttan,+1
32.3,168.8,11.9,10.5,2.1,171.3,0,Assam,-1
48.5,153.0,18.5,11.1,4.4,155.5,0,Assam,-1
36.4,147.1,6.2,8.3,4.8,149.6,0,Assam,-1
36.6,168.0,12.2,8.7,4.2,170.5,0,Assam,-1
36.5,146.9,12.1,7.6,5.2,154.0,1,Bhuttan,+1
51.5,150.6,19.2,7.6,3.9,154.1,1,Bhuttan,+1
35.3,133.4,9.4,9.6,6.9,138.7,1,Bhuttan,+1
45.0,143.2,13.7,11.7,8.0,147.4,0,Bhuttan,+1
54.4,140.7,8.2,7.3,5.7,143.2,0,Assam,-1
66.5,150.7,6.7,7.8,4.7,154.7,1,Bhuttan,+1
45.5,137.5,10.2,8.5,5.2,140.0,0,Assam,-1
54.6,149.4,11.8,8.8,6.6,151.9,0,Assam,-1
45.9,135.3,1.0,7.7,6.6,139.7,1,Bhuttan,+1
53.4,141.6,14.0,7.7,5.3,144.1,0,Assam,-1
44.1,149.4,10.4,10.3,6.7,151.9,0,Assam,-1
55.5,163.7,13.7,11.7,6.2,171.3,1,Bhuttan,+1
29.0,151.0,16.0,10.1,5.1,154.6,1,Bhuttan,+1
38.6,139.0,14.5,7.4,5.8,146.6,1,Bhuttan,+1
31.3,145.9,16.0,7.5,4.7,148.4,1,Assam,-1
40.9,154.9,13.5,8.0,5.5,157.4,0,Assam,-1
51.4,153.3,8.2,12.8,4.7,157.9,1,Bhuttan,+1
48.4,163.9,13.6,7.9,6.5,168.6,0,Assam,-1
45.2,154.4,4.0,11.5,7.3,158.7,1,Bhuttan,+1
52.1,160.2,8.6,12.2,5.6,163.7,1,Bhuttan,+1
65.1,112.7,11.3,10.6,4.6,115.2,0,Assam,-1
26.3,139.3,11.7,9.1,6.1,143.1,0,Assam,-1
43.9,163.7,8.1,6.9,5.0,166.2,0,Assam,-1
40.2,162.1,14.6,10.9,6.2,165.0,0,Assam,-1
27.0,162.9,12.2,7.1,4.4,165.4,0,Assam,-1
39.6,146.7,0.7,11.0,5.0,153.5,1,Bhuttan,+1
32.6,152.2,21.3,7.9,5.2,155.7,1,Bhuttan,+1
40.5,144.8,22.6,11.9,6.1,149.1,0,Bhuttan,+1
